Date,Banks,Sector,Balance on Flexible rate,Balance on Fixed rate,Fixed_share,Flexible_share,Flexible_share_binary
2008-03-01T00:00:00Z,First_Rand,Household sector,127922833.21,1875456.62,1.4449008707713573,98.55509912922864,Yes
2008-04-01T00:00:00Z,First_Rand,Household sector,122933573.55,1157217.62,0.9325572099984863,99.06744279000151,Yes
2008-05-01T00:00:00Z,First_Rand,Household sector,123294006.3,1447555.4,1.1604435444549994,98.839556455545,Yes
2008-06-01T00:00:00Z,First_Rand,Household sector,122972730.66,2190945.22,1.7504641059763675,98.24953589402364,Yes
2008-07-01T00:00:00Z,First_Rand,Household sector,123440478.01,2266378.21,1.8029073975357426,98.19709260246427,Yes
2008-08-01T00:00:00Z,First_Rand,Household sector,122769325.08,2266378.21,1.812584846060732,98.18741515393927,Yes
2008-09-01T00:00:00Z,First_Rand,Household sector,134053273.76,2178010.14,1.59875916724,98.40124083276,Yes
2008-10-01T00:00:00Z,First_Rand,Household sector,123120529.53,2112844.45,1.687125710066252,98.31287428993375,Yes
2008-11-01T00:00:00Z,First_Rand,Household sector,122684154.05,2041984.7,1.6371746295240779,98.36282537047592,Yes
2008-12-01T00:00:00Z,First_Rand,Household sector,122408593.41,1936049.3,1.557002583951532,98.44299741604847,Yes
2008-01-01T00:00:00Z,Investec,Household sector,2,0,0,100,Yes
2008-02-01T00:00:00Z,Investec,Household sector,0,0,0,0,No
2008-03-01T00:00:00Z,Investec,Household sector,0,0,0,0,No
2008-04-01T00:00:00Z,Investec,Household sector,0,0,0,0,No
2008-05-01T00:00:00Z,Investec,Household sector,16639796,508409,2.964794274386153,97.03520572561385,Yes
2008-06-01T00:00:00Z,Investec,Household sector,16831315,504343,2.9092809745093033,97.0907190254907,Yes
2008-07-01T00:00:00Z,Investec,Household sector,0,0,0,0,No
2008-08-01T00:00:00Z,Investec,Household sector,0,0,0,0,No
2008-09-01T00:00:00Z,Investec,Household sector,16839000,582073,3.3412006252427733,96.65879937475724,Yes
2008-10-01T00:00:00Z,Investec,Household sector,0,0,0,0,No
2008-11-01T00:00:00Z,Investec,Household sector,0,0,0,0,No
2008-12-01T00:00:00Z,Investec,Household sector,17242174,852956,4.713732368874941,95.28626763112506,Yes
2008-01-01T00:00:00Z,Nedbank,Household sector,107249069,975144,0.9010405092989681,99.09895949070103,Yes
2008-02-01T00:00:00Z,Nedbank,Household sector,109354755,975144,0.8838438255073541,99.11615617449264,Yes
2008-03-01T00:00:00Z,Nedbank,Household sector,110513688,975144,0.8746562166872464,99.12534378331276,Yes
2008-04-01T00:00:00Z,Nedbank,Household sector,111876900,975144,0.8640906849680099,99.135909315032,Yes
2008-05-01T00:00:00Z,Nedbank,Household sector,111287634,1599666,1.4170469131602934,98.58295308683971,Yes
2008-06-01T00:00:00Z,Nedbank,Household sector,112558347,1599666,1.4012735137567611,98.59872648624324,Yes
2008-07-01T00:00:00Z,Nedbank,Household sector,115006302,1599666,1.371856027128903,98.6281439728711,Yes
2008-08-01T00:00:00Z,Nedbank,Household sector,116236912,1599666,1.3575292385018174,98.64247076149817,Yes
2008-09-01T00:00:00Z,Nedbank,Household sector,117602668,1599666,1.3419754012534688,98.65802459874654,Yes
2008-10-01T00:00:00Z,Nedbank,Household sector,118816780,1599666,1.3284447873507246,98.67155521264928,Yes
2008-11-01T00:00:00Z,Nedbank,Household sector,119495850,1599666,1.3209952381721548,98.67900476182785,Yes
2008-12-01T00:00:00Z,Nedbank,Household sector,120355536,1599666,1.311683285145967,98.68831671485403,Yes
2008-01-01T00:00:00Z,Standard_Bank,Household sector,198633020,1393019,0.6964188297504607,99.30358117024954,Yes
2008-02-01T00:00:00Z,Standard_Bank,Household sector,201708502,1380317,0.6796617395268816,99.32033826047312,Yes
2008-03-01T00:00:00Z,Standard_Bank,Household sector,198616819,1393019,0.6964752403829256,99.30352475961708,Yes
2008-04-01T00:00:00Z,Standard_Bank,Household sector,206621894,1497125,0.7193600119746865,99.28063998802531,Yes
2008-05-01T00:00:00Z,Standard_Bank,Household sector,208759582,1778164,0.844582044684757,99.15541795531524,Yes
2008-06-01T00:00:00Z,Standard_Bank,Household sector,209883929,2828623,1.3297865938818692,98.67021340611814,Yes
2008-07-01T00:00:00Z,Standard_Bank,Household sector,212159666,3657674,1.6948007977486887,98.30519920225132,Yes
2008-08-01T00:00:00Z,Standard_Bank,Household sector,213522707,4132117,1.898472509848897,98.10152749015111,Yes
2008-09-01T00:00:00Z,Standard_Bank,Household sector,213493247,4132117,1.8987295065477754,98.10127049345222,Yes
2008-10-01T00:00:00Z,Standard_Bank,Household sector,218868934,4577164,2.048442125849967,97.95155787415003,Yes
2008-11-01T00:00:00Z,Standard_Bank,Household sector,222506447,4583253,2.0182566624554084,97.98174333754459,Yes
2008-12-01T00:00:00Z,Standard_Bank,Household sector,223890410,4417360,1.9348268348466633,98.06517316515334,Yes
2008-01-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-02-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-03-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-04-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-05-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-06-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-07-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-08-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-09-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-10-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-11-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-12-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2008-01-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-02-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-03-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-04-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-05-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-06-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-07-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-08-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-09-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-10-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-11-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2008-12-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-01-01T00:00:00Z,Total Banks,Household sector,681044196.08,17020562.2,2.4382497466191952,97.5617502533808,Yes
2009-02-01T00:00:00Z,Total Banks,Household sector,573631684.63,128187581.44,18.26504167630167,81.73495832369834,Yes
2009-03-01T00:00:00Z,Total Banks,Household sector,576024776.1,129364888.33,18.33949302823073,81.66050697176927,Yes
2009-04-01T00:00:00Z,Total Banks,Household sector,577788586.86,128972706.7,18.248411150298928,81.75158884970106,Yes
2009-05-01T00:00:00Z,Total Banks,Household sector,588772792.75,128406058.14,17.904328603757833,82.09567139624217,Yes
2009-06-01T00:00:00Z,Total Banks,Household sector,488784768.99,126167747.27,20.516664934932418,79.48333506506758,Yes
2009-07-01T00:00:00Z,Total Banks,Household sector,497505836.57,124032279,19.955699560959754,80.04430043904026,Yes
2009-08-01T00:00:00Z,Total Banks,Household sector,714070220.18,13973949.67,1.91938212662002,98.08061787337998,Yes
2009-09-01T00:00:00Z,Total Banks,Household sector,698191298.06,13171340.64,1.8515648592496148,98.1484351407504,Yes
2009-10-01T00:00:00Z,Total Banks,Household sector,708718122.91,15146774.62,2.092486411716387,97.9075135882836,Yes
2009-11-01T00:00:00Z,Total Banks,Household sector,700304136.62,15111652.92,2.1122895441987004,97.8877104558013,Yes
2009-12-01T00:00:00Z,Total Banks,Household sector,706626800.39,12725708.45,1.769050402079084,98.23094959792091,Yes
2009-01-01T00:00:00Z,ABSA,Household sector,185456278,6384967,3.328255610517957,96.67174438948204,Yes
2009-02-01T00:00:00Z,ABSA,Household sector,186132832,6250396,3.248929787164191,96.75107021283581,Yes
2009-03-01T00:00:00Z,ABSA,Household sector,186163094,6048195,3.146638801220463,96.85336119877954,Yes
2009-04-01T00:00:00Z,ABSA,Household sector,185654456,5826536,3.0428795773107336,96.95712042268927,Yes
2009-05-01T00:00:00Z,ABSA,Household sector,186893717,5544751,2.8813111316184457,97.11868886838155,Yes
2009-06-01T00:00:00Z,ABSA,Household sector,187699334,5157090,2.674056633965172,97.32594336603483,Yes
2009-07-01T00:00:00Z,ABSA,Household sector,188161495,4906203,2.541182730629543,97.45881726937046,Yes
2009-08-01T00:00:00Z,ABSA,Household sector,188469034,4708386,2.437337655715663,97.56266234428433,Yes
2009-09-01T00:00:00Z,ABSA,Household sector,189314345,4532768,2.3383211283626393,97.66167887163736,Yes
2009-10-01T00:00:00Z,ABSA,Household sector,189715033,4388862,2.2610890935496166,97.73891090645039,Yes
2009-11-01T00:00:00Z,ABSA,Household sector,190070665,4251982,2.1881041997127593,97.81189580028725,Yes
2009-12-01T00:00:00Z,ABSA,Household sector,190318315,4137048,2.127505220825409,97.87249477917459,Yes
2009-01-01T00:00:00Z,First_Rand,Household sector,123943033.08,1842480.2,1.4647793310654287,98.53522066893457,Yes
2009-02-01T00:00:00Z,First_Rand,Household sector,124221360.63,1729452.44,1.373117328777241,98.62688267122276,Yes
2009-03-01T00:00:00Z,First_Rand,Household sector,126934509.1,3137454.33,2.412091158821066,97.58790884117894,Yes
2009-04-01T00:00:00Z,First_Rand,Household sector,126858134.86,3114220.7,2.396063906499226,97.60393609350078,Yes
2009-05-01T00:00:00Z,First_Rand,Household sector,135746910.75,3068949.14,2.210805841949102,97.7891941580509,Yes
2009-06-01T00:00:00Z,First_Rand,Household sector,34015698.99,1683539.27,4.715896898804024,95.28410310119597,Yes
2009-07-01T00:00:00Z,First_Rand,Household sector,40934413.57,0,0,100,Yes
2009-08-01T00:00:00Z,First_Rand,Household sector,132305087.18,1072185.67,0.8038743386257503,99.19612566137424,Yes
2009-09-01T00:00:00Z,First_Rand,Household sector,135184709.06,2974079.64,2.152653239062453,97.84734676093755,Yes
2009-10-01T00:00:00Z,First_Rand,Household sector,135583723.91,2993953.62,2.1604876581597017,97.83951234184029,Yes
2009-11-01T00:00:00Z,First_Rand,Household sector,127688968.62,2899366.92,2.2202342253699268,97.77976577463006,Yes
2009-12-01T00:00:00Z,First_Rand,Household sector,127810307.39,2890685.45,2.211678264402081,97.78832173559792,Yes
2009-01-01T00:00:00Z,Investec,Household sector,17570663,848991,4.609158239345864,95.39084176065413,Yes
2009-02-01T00:00:00Z,Investec,Household sector,17822930,834687,4.473706368825129,95.52629363117488,Yes
2009-03-01T00:00:00Z,Investec,Household sector,18058312,813016,4.3082076682679675,95.69179233173203,Yes
2009-04-01T00:00:00Z,Investec,Household sector,18039734,818756,4.341577719106885,95.65842228089312,Yes
2009-05-01T00:00:00Z,Investec,Household sector,18367070,783816,4.092844581707603,95.9071554182924,Yes
2009-06-01T00:00:00Z,Investec,Household sector,18035016,750356,3.9943632737217025,96.0056367262783,Yes
2009-07-01T00:00:00Z,Investec,Household sector,18329913,747580,3.918649059391609,96.08135094060839,Yes
2009-08-01T00:00:00Z,Investec,Household sector,18812684,745078,3.809628115936783,96.19037188406323,Yes
2009-09-01T00:00:00Z,Investec,Household sector,19237480,742549,3.716456067205908,96.28354393279409,Yes
2009-10-01T00:00:00Z,Investec,Household sector,19855195,741409,3.5996662362397216,96.40033376376029,Yes
2009-11-01T00:00:00Z,Investec,Household sector,19978422,739223,3.568084113807337,96.43191588619267,Yes
2009-12-01T00:00:00Z,Investec,Household sector,20233305,736449,3.511958223258127,96.48804177674187,Yes
2009-01-01T00:00:00Z,Nedbank,Household sector,121129053,1599666,1.3034161955198114,98.69658380448018,Yes
2009-02-01T00:00:00Z,Nedbank,Household sector,10465331,113148864,91.5338760245132,8.466123975486797,No
2009-03-01T00:00:00Z,Nedbank,Household sector,10784737,113148864,91.29797172600512,8.702028273994879,No
2009-04-01T00:00:00Z,Nedbank,Household sector,11181934,113148864,91.00630400522323,8.993695994776772,No
2009-05-01T00:00:00Z,Nedbank,Household sector,11557534,113148864,90.73220445353573,9.267795546464264,No
2009-06-01T00:00:00Z,Nedbank,Household sector,11714296,113148864,90.61829285755702,9.381707142442975,No
2009-07-01T00:00:00Z,Nedbank,Household sector,11956695,113148864,90.442714859697,9.557285140302998,No
2009-08-01T00:00:00Z,Nedbank,Household sector,123388845,1953084,1.5582048366273349,98.44179516337267,Yes
2009-09-01T00:00:00Z,Nedbank,Household sector,123543178,1953084,1.5562885849141865,98.44371141508582,Yes
2009-10-01T00:00:00Z,Nedbank,Household sector,123749464,1953084,1.5537346148305602,98.44626538516944,Yes
2009-11-01T00:00:00Z,Nedbank,Household sector,123386483,2152791,1.7148346739682436,98.28516532603176,Yes
2009-12-01T00:00:00Z,Nedbank,Household sector,126208631,0,0,100,Yes
2009-01-01T00:00:00Z,Standard_Bank,Household sector,224810645,4219969,1.8425349023427935,98.15746509765721,Yes
2009-02-01T00:00:00Z,Standard_Bank,Household sector,226473340,4134388,1.79282283202582,98.20717716797418,Yes
2009-03-01T00:00:00Z,Standard_Bank,Household sector,225437161,4085232,1.779883847760336,98.22011615223967,Yes
2009-04-01T00:00:00Z,Standard_Bank,Household sector,227054269,3941071,1.7061257599395727,98.29387424006043,Yes
2009-05-01T00:00:00Z,Standard_Bank,Household sector,227186300,3763582,1.6296098389000262,98.37039016109998,Yes
2009-06-01T00:00:00Z,Standard_Bank,Household sector,228163365,3325393,1.4365246194806576,98.56347538051934,Yes
2009-07-01T00:00:00Z,Standard_Bank,Household sector,228651159,3052263,1.3173145971059503,98.68268540289405,Yes
2009-08-01T00:00:00Z,Standard_Bank,Household sector,242042203,3046001,1.2428182794142146,98.75718172058579,Yes
2009-09-01T00:00:00Z,Standard_Bank,Household sector,229854111,2776311,1.1934427905564304,98.80655720944357,Yes
2009-10-01T00:00:00Z,Standard_Bank,Household sector,230650540,2613320,1.1203278553308686,98.87967214466913,Yes
2009-11-01T00:00:00Z,Standard_Bank,Household sector,230031753,2490699,1.0711649471165907,98.92883505288341,Yes
2009-12-01T00:00:00Z,Standard_Bank,Household sector,232612678,2298692,0.9785358622700978,99.0214641377299,Yes
2009-01-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2009-02-01T00:00:00Z,Taiwan,Household sector,0,0,0,0,No
2009-03-01T00:00:00Z,Taiwan,Household sector,24983,0,0,100,Yes
2009-04-01T00:00:00Z,Taiwan,Household sector,26540,0,0,100,Yes
2009-05-01T00:00:00Z,Taiwan,Household sector,27015,0,0,100,Yes
2009-06-01T00:00:00Z,Taiwan,Household sector,27959,0,0,100,Yes
2009-07-01T00:00:00Z,Taiwan,Household sector,28289,0,0,100,Yes
2009-08-01T00:00:00Z,Taiwan,Household sector,26498,0,0,100,Yes
2009-09-01T00:00:00Z,Taiwan,Household sector,30647,0,0,100,Yes
2009-10-01T00:00:00Z,Taiwan,Household sector,23596,206,0.8654734896227207,99.13452651037727,Yes
2009-11-01T00:00:00Z,Taiwan,Household sector,143707,0,0,100,Yes
2009-12-01T00:00:00Z,Taiwan,Household sector,146234,0,0,100,Yes
2009-01-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-02-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-03-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-04-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-05-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-06-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-07-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-08-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-09-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-10-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-11-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2009-12-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-01-01T00:00:00Z,Total Banks,Household sector,708877386.49,15051024.85,2.079076413390155,97.92092358660985,Yes
2010-02-01T00:00:00Z,Total Banks,Household sector,714873261.93,14784878.88,2.0262747789789857,97.97372522102101,Yes
2010-03-01T00:00:00Z,Total Banks,Household sector,715952322.01,14761844.05,2.020194042438735,97.97980595756127,Yes
2010-04-01T00:00:00Z,Total Banks,Household sector,718308380.46,14721827.6,2.00835210310937,97.99164789689063,Yes
2010-05-01T00:00:00Z,Total Banks,Household sector,716541203.8,11703719.59,1.607113103585929,98.39288689641407,Yes
2010-06-01T00:00:00Z,Total Banks,Household sector,721792480.03,13422966.04,1.8257187211926442,98.17428127880736,Yes
2010-07-01T00:00:00Z,Total Banks,Household sector,726532608.164,13252467.873,1.7913943254969342,98.20860567450306,Yes
2010-08-01T00:00:00Z,Total Banks,Household sector,722089893.1021,13113369.0844,1.7836385879737178,98.21636141202627,Yes
2010-09-01T00:00:00Z,Total Banks,Household sector,635635878.3859,12842529.226,1.9804096906316688,98.01959030936834,Yes
2010-10-01T00:00:00Z,Total Banks,Household sector,642849237.5002,13208874.6148,2.013369604137236,97.98663039586278,Yes
2010-11-01T00:00:00Z,Total Banks,Household sector,642913252.8746,12666623.4105,1.9321251107151907,98.0678748892848,Yes
2010-12-01T00:00:00Z,Total Banks,Household sector,645831021.8413,10629147.3566,1.6191610481999674,98.38083895180002,Yes
2010-01-01T00:00:00Z,ABSA,Household sector,190609365,4044411,2.077745977041822,97.92225402295817,Yes
2010-02-01T00:00:00Z,ABSA,Household sector,191260946,3941574,2.0192229075731194,97.98077709242689,Yes
2010-03-01T00:00:00Z,ABSA,Household sector,191176249,3856531,1.977375803185495,98.0226241968145,Yes
2010-04-01T00:00:00Z,ABSA,Household sector,191378760,3749584,1.921598842657118,98.07840115734288,Yes
2010-05-01T00:00:00Z,ABSA,Household sector,191839209,3607336,1.8456893162271046,98.15431068377289,Yes
2010-06-01T00:00:00Z,ABSA,Household sector,192508248,3330610,1.7006890430294481,98.29931095697056,Yes
2010-07-01T00:00:00Z,ABSA,Household sector,192397706,3163013,1.617407123564523,98.38259287643548,Yes
2010-08-01T00:00:00Z,ABSA,Household sector,193004113,3087508,1.5745231663927142,98.42547683360728,Yes
2010-09-01T00:00:00Z,ABSA,Household sector,193029298,2985081,1.5228887876638886,98.47711121233611,Yes
2010-10-01T00:00:00Z,ABSA,Household sector,198280912,2858321,1.4210658743040945,98.57893412569591,Yes
2010-11-01T00:00:00Z,ABSA,Household sector,196505621,2732168,1.3713101383593451,98.62868986164065,Yes
2010-12-01T00:00:00Z,ABSA,Household sector,195733582,2632562,1.327122636411181,98.67287736358882,Yes
2010-01-01T00:00:00Z,First_Rand,Household sector,128282587.49,2872763.85,2.1903519914736864,97.80964800852632,Yes
2010-02-01T00:00:00Z,First_Rand,Household sector,128969448.93,2850994.88,2.1627865887853437,97.83721341121466,Yes
2010-03-01T00:00:00Z,First_Rand,Household sector,129193665.01,2819061.05,2.1354464331860945,97.86455356681391,Yes
2010-04-01T00:00:00Z,First_Rand,Household sector,129319603.46,2773703.6,2.0998063124728317,97.90019368752716,Yes
2010-05-01T00:00:00Z,First_Rand,Household sector,125565533.8,422870.59,0.3356424680885666,99.66435753191143,Yes
2010-06-01T00:00:00Z,First_Rand,Household sector,128572934.03,2440395.04,1.862707449175728,98.13729255082426,Yes
2010-07-01T00:00:00Z,First_Rand,Household sector,132064721.164,2388302.873,1.7763102690369874,98.22368973096302,Yes
2010-08-01T00:00:00Z,First_Rand,Household sector,124614985.1021,2272683.0844,1.7910984707037103,98.20890152929628,Yes
2010-09-01T00:00:00Z,First_Rand,Household sector,36927399.3859,2252658.226,5.749502076576348,94.25049792342365,Yes
2010-10-01T00:00:00Z,First_Rand,Household sector,37073246.5002,2253412.6148,5.72998740678814,94.27001259321186,Yes
2010-11-01T00:00:00Z,First_Rand,Household sector,37383435.8746,2254020.4105,5.686591980795959,94.31340801920405,Yes
2010-12-01T00:00:00Z,First_Rand,Household sector,37591053.8413,2264271.3566,5.681226650031965,94.31877334996803,Yes
2010-01-01T00:00:00Z,Investec,Household sector,20491233,734673,3.4612091469735144,96.53879085302648,Yes
2010-02-01T00:00:00Z,Investec,Household sector,20952432,732199,3.3765803992698795,96.62341960073012,Yes
2010-03-01T00:00:00Z,Investec,Household sector,20995458,729943,3.3598597328537227,96.64014026714628,Yes
2010-04-01T00:00:00Z,Investec,Household sector,21574858,728304,3.265474195990685,96.73452580400932,Yes
2010-05-01T00:00:00Z,Investec,Household sector,21714988,725553,3.2332241900941696,96.76677580990584,Yes
2010-06-01T00:00:00Z,Investec,Household sector,22075386,711530,3.122537512316278,96.87746248768372,Yes
2010-07-01T00:00:00Z,Investec,Household sector,22021761,708729,3.1179662207017977,96.88203377929821,Yes
2010-08-01T00:00:00Z,Investec,Household sector,22922566,706654,2.990593849479585,97.00940615052042,Yes
2010-09-01T00:00:00Z,Investec,Household sector,23206007,704343,2.9457661640252026,97.0542338359748,Yes
2010-10-01T00:00:00Z,Investec,Household sector,23486603,699462,2.8920041354391466,97.10799586456086,Yes
2010-11-01T00:00:00Z,Investec,Household sector,23543976,698489,2.8812622808777903,97.11873771912221,Yes
2010-12-01T00:00:00Z,Investec,Household sector,23808346,696107,2.840736742827926,97.15926325717209,Yes
2010-01-01T00:00:00Z,Nedbank,Household sector,126261678,2452047,1.9050392644607248,98.09496073553927,Yes
2010-02-01T00:00:00Z,Nedbank,Household sector,126485865,2472832,1.9175379850495853,98.08246201495041,Yes
2010-03-01T00:00:00Z,Nedbank,Household sector,126605940,2426909,1.8808458611961671,98.11915413880384,Yes
2010-04-01T00:00:00Z,Nedbank,Household sector,126618905,2568949,1.9885375601950936,98.0114624398049,Yes
2010-05-01T00:00:00Z,Nedbank,Household sector,126673539,2547141,1.9711558552392698,98.02884414476073,Yes
2010-06-01T00:00:00Z,Nedbank,Household sector,126448155,2789409,2.158357766631999,97.84164223336799,Yes
2010-07-01T00:00:00Z,Nedbank,Household sector,126732240,2855612,2.203610875500892,97.7963891244991,Yes
2010-08-01T00:00:00Z,Nedbank,Household sector,126924862,2862933,2.2058568758333554,97.79414312416664,Yes
2010-09-01T00:00:00Z,Nedbank,Household sector,126932313,2756209,2.1252528423448296,97.87474715765518,Yes
2010-10-01T00:00:00Z,Nedbank,Household sector,136383994,5528409,3.895648923653276,96.10435107634673,Yes
2010-11-01T00:00:00Z,Nedbank,Household sector,136243845,5148528,3.6413053199128362,96.35869468008717,Yes
2010-12-01T00:00:00Z,Nedbank,Household sector,138754118,3207785,2.2596097489620157,97.740390251038,Yes
2010-01-01T00:00:00Z,Standard_Bank,Household sector,233737089,2262509,0.9586918872632996,99.0413081127367,Yes
2010-02-01T00:00:00Z,Standard_Bank,Household sector,237426398,2227362,0.9294083264122374,99.07059167358776,Yes
2010-03-01T00:00:00Z,Standard_Bank,Household sector,238163415,2201351,0.9158376398644051,99.0841623601356,Yes
2010-04-01T00:00:00Z,Standard_Bank,Household sector,239512281,2136473,0.884123325543818,99.11587667445619,Yes
2010-05-01T00:00:00Z,Standard_Bank,Household sector,240810227,2005490,0.8259308848611311,99.17406911513888,Yes
2010-06-01T00:00:00Z,Standard_Bank,Household sector,242231662,1748712,0.7167428967052899,99.28325710329472,Yes
2010-07-01T00:00:00Z,Standard_Bank,Household sector,243443700,1726801,0.7043265780168226,99.29567342198318,Yes
2010-08-01T00:00:00Z,Standard_Bank,Household sector,244844958,1660755,0.6737186654980285,99.32628133450197,Yes
2010-09-01T00:00:00Z,Standard_Bank,Household sector,246135036,1626495,0.6564760047434482,99.34352399525656,Yes
2010-10-01T00:00:00Z,Standard_Bank,Household sector,246982249,1609963,0.6476321148789649,99.35236788512104,Yes
2010-11-01T00:00:00Z,Standard_Bank,Household sector,247978241,1570554,0.6293574769615699,99.37064252303843,Yes
2010-12-01T00:00:00Z,Standard_Bank,Household sector,248665917,1556205,0.6219294231706659,99.37807057682933,Yes
2010-01-01T00:00:00Z,Taiwan,Household sector,165117,0,0,100,Yes
2010-02-01T00:00:00Z,Taiwan,Household sector,162701,0,0,100,Yes
2010-03-01T00:00:00Z,Taiwan,Household sector,162971,0,0,100,Yes
2010-04-01T00:00:00Z,Taiwan,Household sector,169161,862,0.5069902307334889,99.49300976926652,Yes
2010-05-01T00:00:00Z,Taiwan,Household sector,180765,0,0,100,Yes
2010-06-01T00:00:00Z,Taiwan,Household sector,182884,875,0.47616715371764107,99.52383284628236,Yes
