Date,Banks,Sector,Balance on Flexible rate,Balance on Fixed rate,Fixed_share,Flexible_share,Flexible_share_binary
2010-07-01T00:00:00Z,Taiwan,Household sector,194078,0,0,100,Yes
2010-08-01T00:00:00Z,Taiwan,Household sector,191016,0,0,100,Yes
2010-09-01T00:00:00Z,Taiwan,Household sector,195075,0,0,100,Yes
2010-10-01T00:00:00Z,Taiwan,Household sector,204007,0,0,100,Yes
2010-11-01T00:00:00Z,Taiwan,Household sector,199232,0,0,100,Yes
2010-12-01T00:00:00Z,Taiwan,Household sector,210241,0,0,100,Yes
2010-01-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-02-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-03-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-04-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-05-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-06-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-07-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-08-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-09-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-10-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-11-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2010-12-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-01-01T00:00:00Z,Total Banks,Household sector,735797766.4106,10803603.1504,1.4470376818023378,98.55296231819766,Yes
2011-02-01T00:00:00Z,Total Banks,Household sector,737224985.7059,11038333.4708,1.4751937169585259,98.52480628304147,Yes
2011-03-01T00:00:00Z,Total Banks,Household sector,753064873.214,11155028.217,1.4596620941318377,98.54033790586816,Yes
2011-04-01T00:00:00Z,Total Banks,Household sector,778850609.4351,12127593.4768,1.5332399087804933,98.46676009121951,Yes
2011-05-01T00:00:00Z,Total Banks,Household sector,754330074.1761,11301384.2079,1.4760867104068007,98.5239132895932,Yes
2011-06-01T00:00:00Z,Total Banks,Household sector,755684864.2427,11144139.3833,1.4532756756205394,98.54672432437947,Yes
2011-07-01T00:00:00Z,Total Banks,Household sector,756384434.8477,10877321.2302,1.4176806212527588,98.58231937874723,Yes
2011-08-01T00:00:00Z,Total Banks,Household sector,756181130.0859,10864472.5604,1.4164050380991267,98.58359496190087,Yes
2011-09-01T00:00:00Z,Total Banks,Household sector,757023625.4084,11429742.448,1.4873696864499737,98.51263031355003,Yes
2011-10-01T00:00:00Z,Total Banks,Household sector,757467698.076,11609902.6294,1.509587929586217,98.49041207041378,Yes
2011-11-01T00:00:00Z,Total Banks,Household sector,757946023.3465,11909201.0295,1.5469403405234936,98.45305965947651,Yes
2011-12-01T00:00:00Z,Total Banks,Household sector,757519287.9143,12331533.1603,1.6018081455166822,98.39819185448331,Yes
2011-01-01T00:00:00Z,ABSA,Household sector,195477046,2553045,1.28922073767062,98.71077926232938,Yes
2011-02-01T00:00:00Z,ABSA,Household sector,195061912,2446218,1.2385404084378704,98.76145959156213,Yes
2011-03-01T00:00:00Z,ABSA,Household sector,194357972,2384172,1.2118257692668024,98.78817423073319,Yes
2011-04-01T00:00:00Z,ABSA,Household sector,193641884,2329968,1.1889299285695376,98.81107007143046,Yes
2011-05-01T00:00:00Z,ABSA,Household sector,193213681,2303923,1.1783711302026798,98.82162886979732,Yes
2011-06-01T00:00:00Z,ABSA,Household sector,192488093,2252391,1.1566115857039772,98.84338841429602,Yes
2011-07-01T00:00:00Z,ABSA,Household sector,192354277,2207772,1.134739283096263,98.86526071690373,Yes
2011-08-01T00:00:00Z,ABSA,Household sector,191428716,2165976,1.1188199312820002,98.881180068718,Yes
2011-09-01T00:00:00Z,ABSA,Household sector,190809490,2116109,1.0968523674248123,98.90314763257518,Yes
2011-10-01T00:00:00Z,ABSA,Household sector,190094168,2070410,1.0774150062141006,98.9225849937859,Yes
2011-11-01T00:00:00Z,ABSA,Household sector,189281312,2002832,1.047045488516811,98.9529545114832,Yes
2011-12-01T00:00:00Z,ABSA,Household sector,188430558,1966520,1.032851985259984,98.96714801474002,Yes
2011-01-01T00:00:00Z,First_Rand,Household sector,125677573.4106,2378523.1504,1.857407194406384,98.14259280559362,Yes
2011-02-01T00:00:00Z,First_Rand,Household sector,125152048.7059,2470066.4708,1.9354533243553078,98.06454667564469,Yes
2011-03-01T00:00:00Z,First_Rand,Household sector,134363537.214,2465455.217,1.801851474016574,98.19814852598341,Yes
2011-04-01T00:00:00Z,First_Rand,Household sector,134420285.4351,2499989.4768,1.8258723760294768,98.17412762397053,Yes
2011-05-01T00:00:00Z,First_Rand,Household sector,134716970.1761,2525375.2079,1.8400845605152518,98.15991543948476,Yes
2011-06-01T00:00:00Z,First_Rand,Household sector,135130970.2427,2544115.3833,1.8479126936671701,98.15208730633283,Yes
2011-07-01T00:00:00Z,First_Rand,Household sector,135399973.8477,2559882.2302,1.855526892369723,98.14447310763028,Yes
2011-08-01T00:00:00Z,First_Rand,Household sector,135363326.0859,2622524.5604,1.9005749851282456,98.09942501487174,Yes
2011-09-01T00:00:00Z,First_Rand,Household sector,136034303.4084,2688390.448,1.9379600938134247,98.06203990618656,Yes
2011-10-01T00:00:00Z,First_Rand,Household sector,136429256.076,2710165.6294,1.9478057305270648,98.05219426947295,Yes
2011-11-01T00:00:00Z,First_Rand,Household sector,136719341.3465,2728330.0295,1.9565260592580724,98.04347394074192,Yes
2011-12-01T00:00:00Z,First_Rand,Household sector,136716179.9143,2776567.1603,1.9904742135554234,98.00952578644458,Yes
2011-01-01T00:00:00Z,Investec,Household sector,24623196,693617,2.7397484825597913,97.26025151744021,Yes
2011-02-01T00:00:00Z,Investec,Household sector,25165839,697931,2.698489044713899,97.30151095528609,Yes
2011-03-01T00:00:00Z,Investec,Household sector,25479057,867634,3.2931422014248395,96.70685779857516,Yes
2011-04-01T00:00:00Z,Investec,Household sector,51435354,1745968,3.2830473826882303,96.71695261731176,Yes
2011-05-01T00:00:00Z,Investec,Household sector,25884160,877119,3.2775675631945695,96.72243243680543,Yes
2011-06-01T00:00:00Z,Investec,Household sector,26491986,871827,3.1860581710597127,96.81394182894029,Yes
2011-07-01T00:00:00Z,Investec,Household sector,26033744,857336,3.1881798722847874,96.81182012771521,Yes
2011-08-01T00:00:00Z,Investec,Household sector,25367976,876556,3.339956681262215,96.66004331873779,Yes
2011-09-01T00:00:00Z,Investec,Household sector,25616591,852646,3.2212715462859776,96.77872845371402,Yes
2011-10-01T00:00:00Z,Investec,Household sector,25739421,849023,3.193203032114252,96.80679696788575,Yes
2011-11-01T00:00:00Z,Investec,Household sector,26056143,887679,3.2945548705005545,96.70544512949945,Yes
2011-12-01T00:00:00Z,Investec,Household sector,26760697,884071,3.19796859933858,96.80203140066142,Yes
2011-01-01T00:00:00Z,Nedbank,Household sector,138716266,3370681,2.372266468643316,97.62773353135668,Yes
2011-02-01T00:00:00Z,Nedbank,Household sector,138899332,3632713,2.5486991363942053,97.4513008636058,Yes
2011-03-01T00:00:00Z,Nedbank,Household sector,144822051,3653473,2.460656747707454,97.53934325229254,Yes
2011-04-01T00:00:00Z,Nedbank,Household sector,144386270,3713596,2.507494503742495,97.49250549625751,Yes
2011-05-01T00:00:00Z,Nedbank,Household sector,144031837,3689458,2.497580325165712,97.50241967483429,Yes
2011-06-01T00:00:00Z,Nedbank,Household sector,143594293,3676177,2.4962078276792354,97.50379217232077,Yes
2011-07-01T00:00:00Z,Nedbank,Household sector,143099585,3655676,2.491001668417189,97.5089983315828,Yes
2011-08-01T00:00:00Z,Nedbank,Household sector,142510602,3836699,2.6216397390205373,97.37836026097946,Yes
2011-09-01T00:00:00Z,Nedbank,Household sector,141874310,3964988,2.7187377163595507,97.28126228364044,Yes
2011-10-01T00:00:00Z,Nedbank,Household sector,141457437,4016254,2.7608112314961475,97.23918876850385,Yes
2011-11-01T00:00:00Z,Nedbank,Household sector,140627589,4181187,2.8873850850034115,97.11261491499658,Yes
2011-12-01T00:00:00Z,Nedbank,Household sector,139753714,4417325,3.063947538035014,96.93605246196498,Yes
2011-01-01T00:00:00Z,Standard_Bank,Household sector,250022133,1535429,0.6103688506887343,99.38963114931127,Yes
2011-02-01T00:00:00Z,Standard_Bank,Household sector,251634760,1513538,0.5978859079668788,99.40211409203312,Yes
2011-03-01T00:00:00Z,Standard_Bank,Household sector,252712692,1501143,0.5905040534084228,99.40949594659158,Yes
2011-04-01T00:00:00Z,Standard_Bank,Household sector,253639422,1549311,0.6071235911500842,99.39287640884992,Yes
2011-05-01T00:00:00Z,Standard_Bank,Household sector,255146755,1611168,0.6275046865837125,99.37249531341628,Yes
2011-06-01T00:00:00Z,Standard_Bank,Household sector,256649319,1497865,0.5802368155989647,99.41976318440103,Yes
2011-07-01T00:00:00Z,Standard_Bank,Household sector,258156633,1284725,0.49518897445795823,99.50481102554204,Yes
2011-08-01T00:00:00Z,Standard_Bank,Household sector,260168071,1040442,0.3983185647552,99.6016814352448,Yes
2011-09-01T00:00:00Z,Standard_Bank,Household sector,261330050,1474145,0.560929021699977,99.43907097830002,Yes
2011-10-01T00:00:00Z,Standard_Bank,Household sector,262353863,1616000,0.6121910969814005,99.38780890301861,Yes
2011-11-01T00:00:00Z,Standard_Bank,Household sector,263817709,1748792,0.6585137784377405,99.34148622156226,Yes
2011-12-01T00:00:00Z,Standard_Bank,Household sector,264462376,1917692,0.7199082177574938,99.28009178224251,Yes
2011-01-01T00:00:00Z,Taiwan,Household sector,210234,0,0,100,Yes
2011-02-01T00:00:00Z,Taiwan,Household sector,223573,0,0,100,Yes
2011-03-01T00:00:00Z,Taiwan,Household sector,221158,0,0,100,Yes
2011-04-01T00:00:00Z,Taiwan,Household sector,217831,0,0,100,Yes
2011-05-01T00:00:00Z,Taiwan,Household sector,218006,0,0,100,Yes
2011-06-01T00:00:00Z,Taiwan,Household sector,212203,0,0,100,Yes
2011-07-01T00:00:00Z,Taiwan,Household sector,225174,0,0,100,Yes
2011-08-01T00:00:00Z,Taiwan,Household sector,233527,0,0,100,Yes
2011-09-01T00:00:00Z,Taiwan,Household sector,209486,0,0,100,Yes
2011-10-01T00:00:00Z,Taiwan,Household sector,223729,960,0.42725723110610664,99.5727427688939,Yes
2011-11-01T00:00:00Z,Taiwan,Household sector,217848,0,0,100,Yes
2011-12-01T00:00:00Z,Taiwan,Household sector,128390,0,0,100,Yes
2011-01-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-02-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-03-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-04-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-05-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-06-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-07-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-08-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-09-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-10-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-11-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2011-12-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-01-01T00:00:00Z,Total Banks,Household sector,754958749.7784,12789124.9833,1.665797510318032,98.33420248968197,Yes
2012-02-01T00:00:00Z,Total Banks,Household sector,712858173.9172,13113043.3828,1.8062759335789442,98.19372406642105,Yes
2012-03-01T00:00:00Z,Total Banks,Household sector,711564450.5156,13065492.1208,1.8030571678095721,98.19694283219043,Yes
2012-04-01T00:00:00Z,Total Banks,Household sector,711086979.6648,13166524.8302,1.8179442347856665,98.18205576521434,Yes
2012-05-01T00:00:00Z,Total Banks,Household sector,711761510.1748,13401026.9893,1.8480032134185425,98.15199678658145,Yes
2012-06-01T00:00:00Z,Total Banks,Household sector,712657263.6517,13268736.7681,1.8278359998714393,98.17216400012856,Yes
2012-07-01T00:00:00Z,Total Banks,Household sector,713531478.0166,13205645.8927,1.8171145326474507,98.18288546735255,Yes
2012-08-01T00:00:00Z,Total Banks,Household sector,716005493.3987,13429630.777,1.8411000967599673,98.15889990324004,Yes
2012-09-01T00:00:00Z,Total Banks,Household sector,717660129.6984,13374022.4476,1.8294661621949748,98.17053383780502,Yes
2012-10-01T00:00:00Z,Total Banks,Household sector,719376909.0767,13445768.9568,1.8347916023670525,98.16520839763295,Yes
2012-11-01T00:00:00Z,Total Banks,Household sector,719820969.1068,12338852.3746,1.6852676167936183,98.31473238320638,Yes
2012-12-01T00:00:00Z,Total Banks,Household sector,720064543.0717,12326437.2308,1.6830405565219826,98.31695944347801,Yes
2012-01-01T00:00:00Z,ABSA,Household sector,187896766,1931530,1.0175142698431008,98.9824857301569,Yes
2012-02-01T00:00:00Z,ABSA,Household sector,187524890,1893192,0.9994779695847623,99.00052203041524,Yes
2012-03-01T00:00:00Z,ABSA,Household sector,186617343,1830597,0.9714072756645681,99.02859272433543,Yes
2012-04-01T00:00:00Z,ABSA,Household sector,186021275,1772917,0.9440744578511779,99.05592554214883,Yes
2012-05-01T00:00:00Z,ABSA,Household sector,185433375,1695291,0.9059493856489097,99.09405061435109,Yes
2012-06-01T00:00:00Z,ABSA,Household sector,184935395,1603807,0.8597694119008829,99.14023058809912,Yes
2012-07-01T00:00:00Z,ABSA,Household sector,184438345,1516097,0.8153056112528897,99.1846943887471,Yes
2012-08-01T00:00:00Z,ABSA,Household sector,184239225,1429190,0.7697539724244428,99.23024602757555,Yes
2012-09-01T00:00:00Z,ABSA,Household sector,184186457,1374587,0.740773478295369,99.25922652170463,Yes
2012-10-01T00:00:00Z,ABSA,Household sector,183988284,1318079,0.7112972154118636,99.28870278458814,Yes
2012-11-01T00:00:00Z,ABSA,Household sector,183837166,1265888,0.6838828277787357,99.31611717222127,Yes
2012-12-01T00:00:00Z,ABSA,Household sector,183353904,1220578,0.6612929299728443,99.33870707002716,Yes
2012-01-01T00:00:00Z,First_Rand,Household sector,137125440.7784,2767665.9833,1.978414839277651,98.02158516072235,Yes
2012-02-01T00:00:00Z,First_Rand,Household sector,137854731.9172,2768113.3828,1.9684663447781907,98.0315336552218,Yes
2012-03-01T00:00:00Z,First_Rand,Household sector,138081418.5156,2783101.1208,1.9757289685037445,98.02427103149627,Yes
2012-04-01T00:00:00Z,First_Rand,Household sector,138308016.6648,2798538.8302,1.9832805218600666,98.01671947813995,Yes
2012-05-01T00:00:00Z,First_Rand,Household sector,138808118.1748,2828183.9893,1.9967931569007373,98.00320684309925,Yes
2012-06-01T00:00:00Z,First_Rand,Household sector,139232947.6517,2886036.7681,2.0307186825758925,97.96928131742412,Yes
2012-07-01T00:00:00Z,First_Rand,Household sector,139527773.0166,2916550.8927,2.04750235927764,97.95249764072237,Yes
2012-08-01T00:00:00Z,First_Rand,Household sector,139746898.3987,2960728.777,2.0746815258548055,97.92531847414519,Yes
2012-09-01T00:00:00Z,First_Rand,Household sector,140066388.6984,2973863.4476,2.0790395731158267,97.92096042688418,Yes
2012-10-01T00:00:00Z,First_Rand,Household sector,140436283.0767,3026525.9568,2.109624074134276,97.89037592586571,Yes
2012-11-01T00:00:00Z,First_Rand,Household sector,140841841.1068,3090238.3746,2.1470115527646114,97.85298844723539,Yes
2012-12-01T00:00:00Z,First_Rand,Household sector,141097799.0717,3139360.2308,2.17652666343491,97.82347333656509,Yes
2012-01-01T00:00:00Z,Investec,Household sector,27092382,880111,3.146344517808978,96.85365548219103,Yes
2012-02-01T00:00:00Z,Investec,Household sector,27839892,875098,3.04753022724368,96.95246977275632,Yes
2012-03-01T00:00:00Z,Investec,Household sector,27989724,863493,2.992709617093997,97.007290382906,Yes
2012-04-01T00:00:00Z,Investec,Household sector,28147883,840498,2.8994306373991705,97.10056936260084,Yes
2012-05-01T00:00:00Z,Investec,Household sector,28433863,860498,2.9374185700790676,97.06258142992094,Yes
2012-06-01T00:00:00Z,Investec,Household sector,28619204,849707,2.8834014259977234,97.11659857400228,Yes
2012-07-01T00:00:00Z,Investec,Household sector,28727178,892724,3.013932996807349,96.98606700319266,Yes
2012-08-01T00:00:00Z,Investec,Household sector,29537960,1316486,4.266762721975303,95.7332372780247,Yes
2012-09-01T00:00:00Z,Investec,Household sector,29949063,1310627,4.1927063256225505,95.80729367437745,Yes
2012-10-01T00:00:00Z,Investec,Household sector,30307840,1428823,4.502121095718223,95.49787890428178,Yes
2012-11-01T00:00:00Z,Investec,Household sector,30756400,1423865,4.424652811280454,95.57534718871955,Yes
2012-12-01T00:00:00Z,Investec,Household sector,31080756,1419070,4.3663926077635,95.6336073922365,Yes
2012-01-01T00:00:00Z,Nedbank,Household sector,133544467,4870397,3.5186950730956177,96.48130492690439,Yes
2012-02-01T00:00:00Z,Nedbank,Household sector,133516102,4907484,3.5452657612843526,96.45473423871564,Yes
2012-03-01T00:00:00Z,Nedbank,Household sector,133287462,4784096,3.464939535193772,96.53506046480624,Yes
2012-04-01T00:00:00Z,Nedbank,Household sector,132116578,4934127,3.600220079130567,96.39977992086943,Yes
2012-05-01T00:00:00Z,Nedbank,Household sector,132001424,5000014,3.649606947921233,96.35039305207876,Yes
2012-06-01T00:00:00Z,Nedbank,Household sector,131628243,5013624,3.6691711772351585,96.33082882276483,Yes
2012-07-01T00:00:00Z,Nedbank,Household sector,131543377,4941914,3.6208399922010646,96.37916000779893,Yes
2012-08-01T00:00:00Z,Nedbank,Household sector,131641327,4832441,3.5409302980481936,96.4590697019518,Yes
2012-09-01T00:00:00Z,Nedbank,Household sector,131404280,4745204,3.485289742265935,96.51471025773407,Yes
2012-10-01T00:00:00Z,Nedbank,Household sector,131304332,4655217,3.4239720815784698,96.57602791842153,Yes
2012-11-01T00:00:00Z,Nedbank,Household sector,128898172,3436845,2.5970790482461643,97.40292095175384,Yes
2012-12-01T00:00:00Z,Nedbank,Household sector,128738566,3397174,2.570972849586342,97.42902715041366,Yes
2012-01-01T00:00:00Z,Standard_Bank,Household sector,267678262,1956070,0.725452870000249,99.27454712999975,Yes
2012-02-01T00:00:00Z,Standard_Bank,Household sector,224809395,2279658,1.003860806976019,98.99613919302398,Yes
2012-03-01T00:00:00Z,Standard_Bank,Household sector,223940781,2408345,1.063995714301985,98.93600428569802,Yes
2012-04-01T00:00:00Z,Standard_Bank,Household sector,224851856,2415343,1.0627767714072984,98.9372232285927,Yes
2012-05-01T00:00:00Z,Standard_Bank,Household sector,225537399,2438896,1.06980245468065,98.93019754531936,Yes
2012-06-01T00:00:00Z,Standard_Bank,Household sector,226525295,2491390,1.0878639693872085,98.9121360306128,Yes
2012-07-01T00:00:00Z,Standard_Bank,Household sector,227555953,2498214,1.0859242553950348,98.91407574460497,Yes
2012-08-01T00:00:00Z,Standard_Bank,Household sector,229081403,2442116,1.0548025576615394,98.94519744233847,Yes
2012-09-01T00:00:00Z,Standard_Bank,Household sector,230280357,2512249,1.0791790354372337,98.92082096456276,Yes
2012-10-01T00:00:00Z,Standard_Bank,Household sector,231574032,2546456,1.0876690125470778,98.91233098745292,Yes
2012-11-01T00:00:00Z,Standard_Bank,Household sector,233714059,2637051,1.1157345527169304,98.88426544728307,Yes
2012-12-01T00:00:00Z,Standard_Bank,Household sector,234009067,2656219,1.1223526039218106,98.87764739607819,Yes
2012-01-01T00:00:00Z,Taiwan,Household sector,242241,3033,1.2365762371877982,98.7634237628122,Yes
2012-02-01T00:00:00Z,Taiwan,Household sector,246589,3053,1.2229512662132174,98.77704873378678,Yes
2012-03-01T00:00:00Z,Taiwan,Household sector,250971,3074,1.2100218465232537,98.78997815347674,Yes
2012-04-01T00:00:00Z,Taiwan,Household sector,249188,3094,1.226405371766515,98.77359462823348,Yes
2012-05-01T00:00:00Z,Taiwan,Household sector,254010,2982,1.1603474038102353,98.83965259618977,Yes
2012-06-01T00:00:00Z,Taiwan,Household sector,252467,3337,1.3045143938327781,98.69548560616722,Yes
2012-07-01T00:00:00Z,Taiwan,Household sector,260994,3554,1.3434234997051575,98.65657650029485,Yes
2012-08-01T00:00:00Z,Taiwan,Household sector,264071,3564,1.331664393670484,98.66833560632952,Yes
2012-09-01T00:00:00Z,Taiwan,Household sector,272172,3580,1.2982680089355654,98.70173199106443,Yes
2012-10-01T00:00:00Z,Taiwan,Household sector,264953,4065,1.5110513051171297,98.48894869488288,Yes
2012-11-01T00:00:00Z,Taiwan,Household sector,275599,5906,2.0980089163602775,97.90199108363971,Yes
2012-12-01T00:00:00Z,Taiwan,Household sector,279491,7492,2.610607596965674,97.38939240303432,Yes
2012-01-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-02-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-03-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-04-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-05-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-06-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-07-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-08-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-09-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-10-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-11-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2012-12-01T00:00:00Z,Grindrod,Household sector,0,0,0,0,No
2013-01-01T00:00:00Z,Total Banks,Household sector,719435238.707,14403677.661,1.9627846574679273,98.03721534253206,Yes
2013-02-01T00:00:00Z,Total Banks,Household sector,722378939.995,14627635.999,1.9847361577841722,98.01526384221584,Yes
2013-03-01T00:00:00Z,Total Banks,Household sector,720716994.8178,15405322.0096,2.0927666037887716,97.90723339621123,Yes
2013-04-01T00:00:00Z,Total Banks,Household sector,721140880.5164,15631290.3531,2.121590767286008,97.878409232714,Yes
2013-05-01T00:00:00Z,Total Banks,Household sector,724212338.3275,15723288.5049,2.1249535682191745,97.87504643178083,Yes
2013-06-01T00:00:00Z,Total Banks,Household sector,728298990.3302,15898213.6516,2.1362904303506096,97.86370956964939,Yes
2013-07-01T00:00:00Z,Total Banks,Household sector,729319587.3159,16013051.1852,2.1484435751268083,97.8515564248732,Yes
2013-08-01T00:00:00Z,Total Banks,Household sector,730721367.4069,16570075.9888,2.217351226919634,97.78264877308035,Yes
2013-09-01T00:00:00Z,Total Banks,Household sector,760549994.3448,15738923.7693,2.0274569689254114,97.9725430310746,Yes
2013-10-01T00:00:00Z,Total Banks,Household sector,735349354.2276,15707920.7874,2.0914411337119776,97.90855886628802,Yes
2013-11-01T00:00:00Z,Total Banks,Household sector,736067264.9715,15384991.9262,2.047367851380937,97.95263214861906,Yes
2013-12-01T00:00:00Z,Total Banks,Household sector,736953106.9348,15432760.9212,2.0511763418918565,97.94882365810814,Yes
2013-01-01T00:00:00Z,ABSA,Household sector,183195941,1181843,0.6409899144899149,99.35901008551008,Yes
2013-02-01T00:00:00Z,ABSA,Household sector,183520431,1157854,0.6269573057817815,99.37304269421821,Yes
2013-03-01T00:00:00Z,ABSA,Household sector,183001488,1133967,0.6158330561596624,99.38416694384034,Yes
2013-04-01T00:00:00Z,ABSA,Household sector,182665438,1086415,0.5912402962271079,99.40875970377289,Yes
2013-05-01T00:00:00Z,ABSA,Household sector,182348881,1043368,0.5689269888390975,99.43107301116089,Yes
2013-06-01T00:00:00Z,ABSA,Household sector,183945857,1021047,0.5520160514769713,99.44798394852303,Yes
2013-07-01T00:00:00Z,ABSA,Household sector,183353177,983907,0.5337542390547959,99.4662457609452,Yes
2013-08-01T00:00:00Z,ABSA,Household sector,182969766,954241,0.5188235160622615,99.48117648393774,Yes
2013-09-01T00:00:00Z,ABSA,Household sector,182692604,936500,0.5099954090066245,99.49000459099338,Yes
2013-10-01T00:00:00Z,ABSA,Household sector,182196115,908040,0.49591447010036444,99.50408552989963,Yes
2013-11-01T00:00:00Z,ABSA,Household sector,181874616,884450,0.48394316044491054,99.51605683955509,Yes
2013-12-01T00:00:00Z,ABSA,Household sector,181395328,867608,0.4760199846665479,99.52398001533346,Yes
2013-01-01T00:00:00Z,First_Rand,Household sector,141929434.707,3172828.661,2.1866155546817727,97.81338444531822,Yes
2013-02-01T00:00:00Z,First_Rand,Household sector,142425184.995,3234612.999,2.220662834595747,97.77933716540424,Yes
2013-03-01T00:00:00Z,First_Rand,Household sector,143002378.8178,3277995.0096,2.2408987096709168,97.75910129032907,Yes
2013-04-01T00:00:00Z,First_Rand,Household sector,143452173.5164,3342833.3531,2.277211891867522,97.72278810813248,Yes
2013-05-01T00:00:00Z,First_Rand,Household sector,144424079.3275,3440169.5049,2.326572874826109,97.67342712517389,Yes
2013-06-01T00:00:00Z,First_Rand,Household sector,145133927.3302,3516852.6516,2.3658487712143756,97.63415122878563,Yes
2013-07-01T00:00:00Z,First_Rand,Household sector,145800212.3159,3605418.1852,2.4131742378835286,97.58682576211648,Yes
2013-08-01T00:00:00Z,First_Rand,Household sector,146566621.4069,3690403.9888,2.4560608591055013,97.54393914089451,Yes
2013-09-01T00:00:00Z,First_Rand,Household sector,173653244.3448,3783067.7693,2.1320707831592594,97.86792921684074,Yes
2013-10-01T00:00:00Z,First_Rand,Household sector,148090958.2276,3862429.7874,2.541851707195052,97.45814829280495,Yes
2013-11-01T00:00:00Z,First_Rand,Household sector,148997004.9715,3840326.9262,2.51268906524126,97.48731093475874,Yes
2013-12-01T00:00:00Z,First_Rand,Household sector,149777038.9348,3927340.9212,2.5551262266432366,97.44487377335676,Yes
2013-01-01T00:00:00Z,Investec,Household sector,31162720,1475321,4.520249852005517,95.47975014799448,Yes
2013-02-01T00:00:00Z,Investec,Household sector,31804857,1469978,4.417686819483854,95.58231318051614,Yes
2013-03-01T00:00:00Z,Investec,Household sector,31896866,1485408,4.449690874863708,95.5503091251363,Yes
2013-04-01T00:00:00Z,Investec,Household sector,32335320,1622688,4.778513509979737,95.22148649002025,Yes
2013-05-01T00:00:00Z,Investec,Household sector,32658819,1648501,4.80509990287787,95.19490009712213,Yes
2013-06-01T00:00:00Z,Investec,Household sector,33031898,1644124,4.741385848699715,95.25861415130028,Yes
2013-07-01T00:00:00Z,Investec,Household sector,33235406,1698052,4.860818531048372,95.13918146895163,Yes
2013-08-01T00:00:00Z,Investec,Household sector,33831304,1691655,4.76214551833928,95.23785448166072,Yes
2013-09-01T00:00:00Z,Investec,Household sector,34327088,1678114,4.660754298781604,95.3392457012184,Yes
2013-10-01T00:00:00Z,Investec,Household sector,34395676,1624720,4.510555630759862,95.48944436924015,Yes
2013-11-01T00:00:00Z,Investec,Household sector,34119111,1619448,4.531374642161706,95.4686253578383,Yes
2013-12-01T00:00:00Z,Investec,Household sector,33423913,1611721,4.600233579332402,95.3997664206676,Yes
2013-01-01T00:00:00Z,Nedbank,Household sector,126305803,5417392,4.112709230898932,95.88729076910106,Yes
2013-02-01T00:00:00Z,Nedbank,Household sector,126600392,5420153,4.105537513119644,95.89446248688036,Yes
2013-03-01T00:00:00Z,Nedbank,Household sector,125689415,5907014,4.488734264970063,95.51126573502994,Yes
2013-04-01T00:00:00Z,Nedbank,Household sector,125479142,5851030,4.455206226334646,95.54479377366535,Yes
2013-05-01T00:00:00Z,Nedbank,Household sector,125778585,5731588,4.358284891009914,95.64171510899008,Yes
2013-06-01T00:00:00Z,Nedbank,Household sector,126019625,5672447,4.307356482324919,95.69264351767508,Yes
2013-07-01T00:00:00Z,Nedbank,Household sector,125886959,5633238,4.283173328884232,95.71682667111577,Yes
2013-08-01T00:00:00Z,Nedbank,Household sector,125847625,5984195,4.539264496234672,95.46073550376532,Yes
